phase,split,checkpoint_type,epoch,sample_index,user_id,target_timestamp,history_apps,history_ids,length,target_app,target_id,predicted_app,predicted_target_id,predicted_probability,hit_rank,top_k_apps,top_k_target_ids,top_k_probabilities,top_k_logits,logits,probabilities
final_eval,test,last,,109,device-00000640,2026-05-18 17:42:28,华为浏览器,[3],1,WPS,0,WPS,0,0.0809985,1,"[""WPS"",""微信"",""华为浏览器""]","[0,3,1]","[0.0809985,0.06947647,0.06564708]","[0.40398413,0.25054166,0.19384673]","[0.40398413,0.19384673,0.02805375,0.25054166,-0.01133633,-0.07104757,0.04564459,0.11761377,-0.06556895,-0.02245101,-0.20272967,-0.12861072,-0.27762192,-0.2018494,-0.26994151,-0.07231759,-0.12073218,-0.21187642,-0.22190216]","[0.0809985,0.06564708,0.05561763,0.06947647,0.05346943,0.05037016,0.05660464,0.06082861,0.05064688,0.05287843,0.04415547,0.04755256,0.04096936,0.04419435,0.04128524,0.05030623,0.04792869,0.04375343,0.04331696]"
final_eval,test,last,,110,device-00000640,2026-05-18 17:47:53,华为浏览器|WPS,"[3,2]",2,华为邮箱,9,华为浏览器,1,0.10245007,8,"[""华为浏览器"",""WPS"",""备忘录""]","[1,0,2]","[0.10245007,0.08541696,0.08537216]","[0.62525898,0.4434281,0.44290355]","[0.4434281,0.62525898,0.44290355,0.30352035,0.05967831,-0.18687598,0.03188429,-0.01611316,-0.2965149,-0.05947644,-0.2981011,-0.20277447,-0.3298617,-0.5703547,-0.53120404,-0.22478905,-0.2947138,-0.33106247,-0.4842687]","[0.08541696,0.10245007,0.08537216,0.07426478,0.05819473,0.04547854,0.05659954,0.05394707,0.04075594,0.05165774,0.04069135,0.04476122,0.03941927,0.03099302,0.03223048,0.04378658,0.04082941,0.03937197,0.03377929]"
final_eval,test,last,,111,device-00000640,2026-05-18 17:50:02,华为浏览器|WPS|华为邮箱,"[3,2,11]",3,抖音,6,华为浏览器,1,0.08466356,5,"[""华为浏览器"",""WPS"",""备忘录""]","[1,0,2]","[0.08466356,0.0796072,0.07467817]","[0.42283413,0.36125338,0.29733664]","[0.36125338,0.42283413,0.29733664,0.15916249,-0.0787459,-0.18811762,0.10260013,-0.02936666,-0.25239128,-0.13959408,-0.27853394,-0.05382015,-0.23807214,-0.38103974,-0.36195087,-0.20119338,-0.1264704,-0.24448526,-0.33592793]","[0.0796072,0.08466356,0.07467817,0.06504073,0.05126998,0.04595826,0.06146398,0.05386519,0.04309728,0.04824331,0.0419852,0.05256398,0.04371884,0.0378947,0.03862502,0.04536123,0.04888061,0.04343936,0.03964335]"
final_eval,test,last,,112,device-00000640,2026-05-18 17:50:54,华为浏览器|WPS|华为邮箱|抖音,"[3,2,11,8]",4,华为音乐,4,WPS,0,0.08280802,9,"[""WPS"",""华为浏览器"",""抖音""]","[0,1,6]","[0.08280802,0.07951244,0.06177959]","[0.40529871,0.36468732,0.11234698]","[0.40529871,0.36468732,0.01977258,0.03355075,-0.01896963,0.01265213,0.11234698,0.04475817,-0.11559885,0.0230572,-0.26946339,-0.02086149,-0.21207882,-0.22743917,-0.31519437,-0.37230432,-0.19734459,-0.34703264,-0.28848332]","[0.08280802,0.07951244,0.05631713,0.05709844,0.054177,0.05591755,0.06177959,0.05774197,0.0491869,0.05650242,0.04217226,0.05407461,0.04466309,0.04398229,0.04028712,0.03805079,0.04532604,0.03902465,0.04137773]"
final_eval,test,last,,113,device-00000640,2026-05-18 18:27:17,WPS|华为邮箱|抖音|华为音乐,"[2,11,8,6]",4,日历,8,WPS,0,0.09474074,16,"[""WPS"",""华为浏览器"",""华为视频""]","[0,1,5]","[0.09474074,0.07981981,0.06283287]","[0.55676115,0.38538879,0.14609535]","[0.55676115,0.38538879,0.11857983,0.01082695,-0.01732047,0.14609535,0.04226274,-0.02714071,-0.28441891,-0.09709945,-0.09601779,-0.06843133,-0.20682195,-0.29018995,-0.25661781,-0.41445482,-0.12172361,-0.23703915,-0.30371022]","[0.09474074,0.07981981,0.06112756,0.05488334,0.05336006,0.06283287,0.05663605,0.05283862,0.04085234,0.04926843,0.04932175,0.0507013,0.04414859,0.04061726,0.04200402,0.03587096,0.04807005,0.0428345,0.0400718]"
final_eval,test,last,,114,device-00000640,2026-05-18 19:12:59,日历,[9],1,备忘录,2,WPS,0,0.07412585,3,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.07412585,0.06351998,0.06089396]","[0.32611173,0.17170203,0.12948132]","[0.32611173,0.17170203,0.12948132,0.06158218,0.10042461,0.080267,-0.08201488,0.05944824,-0.05858853,-0.03075279,0.00162934,-0.15092644,-0.13801399,-0.17740896,-0.27205986,-0.07478531,-0.09643602,-0.18216586,-0.18440321]","[0.07412585,0.06351998,0.06089396,0.05689655,0.05915004,0.05796965,0.04928588,0.05677527,0.0504541,0.05187826,0.05358569,0.0460039,0.04660177,0.04480159,0.04075558,0.04964349,0.04858023,0.04458898,0.04448933]"
final_eval,test,last,,115,device-00000640,2026-05-18 19:51:52,备忘录,[4],1,钉钉,13,WPS,0,0.08971044,18,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.08971044,0.07165939,0.06338761]","[0.51290429,0.28824121,0.16558544]","[0.51290429,0.28824121,0.16558544,0.02131892,0.06147591,-0.05240984,-0.01121944,0.0800637,-0.06990828,0.08606992,-0.11832032,-0.28630191,-0.21485159,-0.2854811,-0.27742651,0.00930883,-0.26796556,-0.20078778,-0.27927306]","[0.08971044,0.07165939,0.06338761,0.05487193,0.05712026,0.05097183,0.05311522,0.05819193,0.05008766,0.05854249,0.04772057,0.04034151,0.0433294,0.04037464,0.04070115,0.05421685,0.04108805,0.04394308,0.04062606]"
final_eval,test,last,,116,device-00000668,2026-05-05 11:51:16,华为邮箱,[11],1,微信,3,抖音,6,0.06126747,16,"[""抖音"",""海泰浏览器"",""哔哩哔哩""]","[6,11,7]","[0.06126747,0.0603568,0.0572639]","[0.15634371,0.1413683,0.08876499]","[0.06504051,0.02116998,0.01955166,-0.05610375,-0.05253843,-0.02623208,0.15634371,0.08876499,-0.22099677,-0.0297109,0.00456042,0.1413683,-0.08394878,0.00039666,-0.0116505,0.02978157,0.02949294,-0.07606654,0.02093893]","[0.05592133,0.05352107,0.05343452,0.04954105,0.049718,0.05104325,0.06126747,0.0572639,0.04201004,0.05086599,0.05263945,0.0603568,0.04818061,0.05242072,0.05179299,0.05398396,0.05396838,0.04856188,0.0535087]"
final_eval,test,last,,117,device-00000668,2026-05-12 16:52:55,华为音乐,[6],1,WPS,0,WPS,0,0.06760579,1,"[""WPS"",""华为视频"",""哔哩哔哩""]","[0,5,7]","[0.06760579,0.06420808,0.05801192]","[0.238914,0.18734938,0.08586904]","[0.238914,0.05297065,0.02051903,0.00647135,0.0255587,0.18734938,0.01990644,0.08586904,-0.09646695,0.0306989,0.03073226,-0.14133199,-0.07435831,-0.10631856,-0.17755884,-0.13306344,0.05319493,-0.14382206,-0.23478298]","[0.06760579,0.05613448,0.05434207,0.05358402,0.05461662,0.06420808,0.05430879,0.05801192,0.04834257,0.05489808,0.05489992,0.04622162,0.04942327,0.04786866,0.04457712,0.04660539,0.05614707,0.04610667,0.04209785]"
final_eval,test,last,,118,device-00000668,2026-05-12 16:52:58,华为音乐|WPS,"[6,2]",2,华为音乐,4,华为浏览器,1,0.08823649,5,"[""华为浏览器"",""WPS"",""备忘录""]","[1,0,2]","[0.08823649,0.08190146,0.08091014]","[0.48176458,0.40726084,0.39508313]","[0.40726084,0.48176458,0.39508313,0.21887013,0.1194148,0.01546302,0.00744612,-0.10669539,-0.29500356,-0.08725876,-0.08696462,-0.24647871,-0.19917868,-0.49276549,-0.47598502,-0.25330976,-0.15399541,-0.23963881,-0.48311424]","[0.08190146,0.08823649,0.08091014,0.06783824,0.06141602,0.05535235,0.05491036,0.04898728,0.04057907,0.04994874,0.04996343,0.04259672,0.04465996,0.03329777,0.03386124,0.04230673,0.04672413,0.04288908,0.03362069]"
final_eval,test,last,,119,device-00000668,2026-05-12 16:53:05,华为音乐|WPS|华为音乐,"[6,2,6]",3,WPS,0,WPS,0,0.08843683,1,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.08843683,0.07582526,0.06844773]","[0.49443233,0.34057528,0.23821425]","[0.49443233,0.34057528,0.23821425,0.12812315,0.09082647,0.15570255,0.0064604,-0.05700033,-0.22598451,-0.11009038,-0.04315327,-0.22739652,-0.16717842,-0.35004866,-0.37928823,-0.29377365,-0.03606766,-0.19302015,-0.42098492]","[0.08843683,0.07582526,0.06844773,0.06131223,0.05906761,0.06302671,0.05428872,0.05095056,0.04302889,0.04831614,0.05166098,0.04296817,0.04563513,0.03800841,0.03691315,0.04020866,0.05202833,0.04447094,0.03540564]"
final_eval,test,last,,120,device-00000668,2026-05-12 16:53:21,华为音乐|WPS|华为音乐|WPS,"[6,2,6,2]",4,华为音乐,4,华为浏览器,1,0.10023236,5,"[""华为浏览器"",""WPS"",""备忘录""]","[1,0,2]","[0.10023236,0.09404425,0.09244983]","[0.62429345,0.56056786,0.54346853]","[0.56056786,0.62429345,0.54346853,0.2878741,0.15382355,0.02874716,0.00987179,-0.16670612,-0.35994861,-0.15965605,-0.11337214,-0.30605218,-0.25463718,-0.62447512,-0.57932341,-0.33408511,-0.19512181,-0.27367762,-0.59715563]","[0.09404425,0.10023236,0.09244983,0.07159833,0.06261602,0.05525422,0.05422106,0.04544449,0.03745908,0.045766,0.04793402,0.03953338,0.04161915,0.02875244,0.03008041,0.03844053,0.04417132,0.0408342,0.02954877]"
final_eval,test,last,,121,device-00000668,2026-05-12 16:53:25,华为音乐|WPS|华为音乐|WPS|华为音乐,"[6,2,6,2,6]",5,WPS,0,WPS,0,0.09923722,1,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.09923722,0.08253897,0.07375889]","[0.61181116,0.42756858,0.31509954]","[0.61181116,0.42756858,0.31509954,0.17002994,0.08751278,0.15029852,0.00158763,-0.10853138,-0.2771537,-0.16845104,-0.07129571,-0.25130928,-0.20920442,-0.43599382,-0.43942821,-0.35335338,-0.05202782,-0.20295015,-0.49117607]","[0.09923722,0.08253897,0.07375889,0.06379864,0.05874551,0.06255215,0.05390858,0.0482874,0.04079454,0.04547901,0.0501193,0.0418626,0.04366285,0.03480316,0.03468384,0.03780149,0.05109436,0.04393678,0.03293467]"
final_eval,test,last,,122,device-00000668,2026-05-12 16:54:59,华为音乐|WPS|华为音乐|WPS|华为音乐|WPS,"[6,2,6,2,6,2]",6,华为音乐,4,华为浏览器,1,0.10358413,5,"[""华为浏览器"",""WPS"",""备忘录""]","[1,0,2]","[0.10358413,0.09985779,0.09636036]","[0.66441232,0.62777525,0.59212309]","[0.62777525,0.66441232,0.59212309,0.31398904,0.15578213,0.03999887,0.0104035,-0.18598545,-0.38691518,-0.19217294,-0.1215654,-0.32799554,-0.28045404,-0.67121166,-0.60907084,-0.36206827,-0.19944026,-0.28172424,-0.64065731]","[0.09985779,0.10358413,0.09636036,0.07296362,0.06228708,0.05547712,0.05385932,0.0442558,0.03619991,0.04398281,0.04720059,0.03839688,0.04026642,0.02724201,0.02898855,0.03711063,0.04366433,0.0402153,0.02808721]"
final_eval,test,last,,123,device-00000668,2026-05-12 17:04:10,华为音乐|WPS|华为音乐|WPS|华为音乐|WPS|华为音乐,"[6,2,6,2,6,2,6]",7,备忘录,2,WPS,0,0.10436864,3,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.10436864,0.0847617,0.07551297]","[0.6639089,0.45582345,0.34028399]","[0.6639089,0.45582345,0.34028399,0.18743542,0.07801139,0.15351449,0.00048274,-0.12721986,-0.29962894,-0.19426775,-0.0814878,-0.26156098,-0.22904995,-0.46978778,-0.45831719,-0.37782592,-0.05232649,-0.20577458,-0.52093673]","[0.10436864,0.0847617,0.07551297,0.06480973,0.05809222,0.0626482,0.05375857,0.04731373,0.03982088,0.04424546,0.04952772,0.041366,0.04273296,0.03359014,0.03397765,0.03682564,0.05099328,0.04373924,0.03191524]"
final_eval,test,last,,124,device-00000668,2026-05-19 16:44:24,备忘录,[4],1,日历,8,WPS,0,0.08971044,11,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.08971044,0.07165939,0.06338761]","[0.51290429,0.28824121,0.16558544]","[0.51290429,0.28824121,0.16558544,0.02131892,0.06147591,-0.05240984,-0.01121944,0.0800637,-0.06990828,0.08606992,-0.11832032,-0.28630191,-0.21485159,-0.2854811,-0.27742651,0.00930883,-0.26796556,-0.20078778,-0.27927306]","[0.08971044,0.07165939,0.06338761,0.05487193,0.05712026,0.05097183,0.05311522,0.05819193,0.05008766,0.05854249,0.04772057,0.04034151,0.0433294,0.04037464,0.04070115,0.05421685,0.04108805,0.04394308,0.04062606]"
final_eval,test,last,,125,device-00000731,2026-05-05 15:59:57,华为浏览器,[3],1,WPS,0,WPS,0,0.0809985,1,"[""WPS"",""微信"",""华为浏览器""]","[0,3,1]","[0.0809985,0.06947647,0.06564708]","[0.40398413,0.25054166,0.19384673]","[0.40398413,0.19384673,0.02805375,0.25054166,-0.01133633,-0.07104757,0.04564459,0.11761377,-0.06556895,-0.02245101,-0.20272967,-0.12861072,-0.27762192,-0.2018494,-0.26994151,-0.07231759,-0.12073218,-0.21187642,-0.22190216]","[0.0809985,0.06564708,0.05561763,0.06947647,0.05346943,0.05037016,0.05660464,0.06082861,0.05064688,0.05287843,0.04415547,0.04755256,0.04096936,0.04419435,0.04128524,0.05030623,0.04792869,0.04375343,0.04331696]"
final_eval,test,last,,126,device-00000731,2026-05-10 09:06:03,微信,[5],1,华为浏览器,1,WPS,0,0.08571474,2,"[""WPS"",""华为浏览器"",""华为音乐""]","[0,1,4]","[0.08571474,0.08265866,0.06150256]","[0.44846028,0.41215512,0.11651426]","[0.44846028,0.41215512,0.09868817,0.03281443,0.11651426,-0.02869501,0.0948637,0.06621234,-0.1815924,0.01174656,-0.2216123,-0.16876906,-0.24092408,-0.27406815,-0.33071974,-0.17459321,-0.26061139,-0.32061225,-0.35657457]","[0.08571474,0.08265866,0.06041592,0.05656435,0.06150256,0.05318995,0.06018531,0.05848538,0.04564856,0.05538512,0.04385778,0.0462377,0.04301893,0.04161648,0.03932438,0.04596918,0.04218029,0.03972387,0.03832069]"
final_eval,test,last,,127,device-00000731,2026-05-13 08:14:42,华为浏览器,[3],1,WPS,0,WPS,0,0.0809985,1,"[""WPS"",""微信"",""华为浏览器""]","[0,3,1]","[0.0809985,0.06947647,0.06564708]","[0.40398413,0.25054166,0.19384673]","[0.40398413,0.19384673,0.02805375,0.25054166,-0.01133633,-0.07104757,0.04564459,0.11761377,-0.06556895,-0.02245101,-0.20272967,-0.12861072,-0.27762192,-0.2018494,-0.26994151,-0.07231759,-0.12073218,-0.21187642,-0.22190216]","[0.0809985,0.06564708,0.05561763,0.06947647,0.05346943,0.05037016,0.05660464,0.06082861,0.05064688,0.05287843,0.04415547,0.04755256,0.04096936,0.04419435,0.04128524,0.05030623,0.04792869,0.04375343,0.04331696]"
final_eval,test,last,,128,device-00000731,2026-05-13 08:15:43,华为浏览器|WPS,"[3,2]",2,华为浏览器,1,华为浏览器,1,0.10245007,1,"[""华为浏览器"",""WPS"",""备忘录""]","[1,0,2]","[0.10245007,0.08541696,0.08537216]","[0.62525898,0.4434281,0.44290355]","[0.4434281,0.62525898,0.44290355,0.30352035,0.05967831,-0.18687598,0.03188429,-0.01611316,-0.2965149,-0.05947644,-0.2981011,-0.20277447,-0.3298617,-0.5703547,-0.53120404,-0.22478905,-0.2947138,-0.33106247,-0.4842687]","[0.08541696,0.10245007,0.08537216,0.07426478,0.05819473,0.04547854,0.05659954,0.05394707,0.04075594,0.05165774,0.04069135,0.04476122,0.03941927,0.03099302,0.03223048,0.04378658,0.04082941,0.03937197,0.03377929]"
final_eval,test,last,,129,device-00000731,2026-05-13 08:51:58,华为浏览器|WPS|华为浏览器,"[3,2,3]",3,微信,3,WPS,0,0.11271004,3,"[""WPS"",""华为浏览器"",""微信""]","[0,1,3]","[0.11271004,0.09479363,0.08081584]","[0.73241609,0.55929977,0.39977056]","[0.73241609,0.55929977,0.27479556,0.39977056,-0.0526426,-0.15213625,0.04718024,0.0023345,-0.20155331,-0.09891083,-0.36395231,-0.24074766,-0.38051742,-0.50479954,-0.53046894,-0.25540027,-0.27100655,-0.33459938,-0.46642593]","[0.11271004,0.09479363,0.07132152,0.08081584,0.05140626,0.04653786,0.05680263,0.05431155,0.044294,0.04908196,0.03765441,0.0425915,0.0370358,0.03270745,0.03187855,0.04197197,0.04132203,0.03877606,0.03398694]"
final_eval,test,last,,130,device-00000731,2026-05-29 10:51:38,WPS,[2],1,备忘录,2,华为浏览器,1,0.09829451,3,"[""华为浏览器"",""WPS"",""备忘录""]","[1,0,2]","[0.09829451,0.08595993,0.08561739]","[0.57226902,0.43818206,0.43418935]","[0.43818206,0.57226902,0.43418935,0.23850346,-0.00260794,-0.18443407,-0.03422632,-0.14791572,-0.39595559,-0.10415498,-0.1312293,-0.17662209,-0.23388727,-0.51968086,-0.45018718,-0.30580646,-0.26028425,-0.24594435,-0.45404679]","[0.08595993,0.09829451,0.08561739,0.07040066,0.05531761,0.04612085,0.05359592,0.04783624,0.03732799,0.04997607,0.04864115,0.04648256,0.04389551,0.03298385,0.03535755,0.04084942,0.04275196,0.04336943,0.03522135]"
final_eval,test,last,,131,device-00000731,2026-05-29 10:51:42,WPS|备忘录,"[2,4]",2,WPS,0,WPS,0,0.13365255,1,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.13365255,0.09615201,0.08187869]","[0.90351164,0.57419854,0.41350684]","[0.90351164,0.57419854,0.41350684,0.13636544,-0.00616791,-0.15532927,-0.07214297,-0.15535396,-0.25389472,-0.03720709,-0.23985244,-0.31265718,-0.3514086,-0.56835771,-0.5114854,-0.32209378,-0.37965536,-0.23012897,-0.51311797]","[0.13365255,0.09615201,0.08187869,0.06205973,0.05381563,0.04635841,0.05037973,0.04635727,0.04200704,0.0521709,0.04260108,0.03960973,0.03810415,0.03067274,0.03246772,0.0392377,0.03704289,0.04301732,0.03241476]"
final_eval,test,last,,132,device-00000797,2026-05-07 10:46:01,华为浏览器,[3],1,备忘录,2,WPS,0,0.0809985,6,"[""WPS"",""微信"",""华为浏览器""]","[0,3,1]","[0.0809985,0.06947647,0.06564708]","[0.40398413,0.25054166,0.19384673]","[0.40398413,0.19384673,0.02805375,0.25054166,-0.01133633,-0.07104757,0.04564459,0.11761377,-0.06556895,-0.02245101,-0.20272967,-0.12861072,-0.27762192,-0.2018494,-0.26994151,-0.07231759,-0.12073218,-0.21187642,-0.22190216]","[0.0809985,0.06564708,0.05561763,0.06947647,0.05346943,0.05037016,0.05660464,0.06082861,0.05064688,0.05287843,0.04415547,0.04755256,0.04096936,0.04419435,0.04128524,0.05030623,0.04792869,0.04375343,0.04331696]"
final_eval,test,last,,133,device-00000797,2026-05-07 10:46:02,华为浏览器|备忘录,"[3,4]",2,华为邮箱,9,WPS,0,0.09991728,6,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.09991728,0.0782878,0.06364783]","[0.61802852,0.37407768,0.16705115]","[0.61802852,0.37407768,0.16705115,0.11347918,0.09830082,-0.0953833,0.04642412,0.06398864,-0.01556006,0.09144457,-0.25110841,-0.23204181,-0.37971348,-0.37262288,-0.40997183,-0.09734813,-0.29309076,-0.24695295,-0.34387636]","[0.09991728,0.0782878,0.06364783,0.06032782,0.05941905,0.04895644,0.05641518,0.05741484,0.0530245,0.05901305,0.04189664,0.04270313,0.03684061,0.03710276,0.03574257,0.04886034,0.04017413,0.04207111,0.03818481]"
final_eval,test,last,,134,device-00000797,2026-05-07 11:02:02,华为浏览器|备忘录|华为邮箱,"[3,4,11]",3,WPS,0,WPS,0,0.08113535,1,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.08113535,0.0741981,0.06382871]","[0.40857881,0.31919864,0.16866302]","[0.40857881,0.31919864,0.16866302,0.09134608,0.01718549,-0.12820473,0.12221118,0.10208197,-0.14836255,-0.08252313,-0.23533018,-0.04453336,-0.27073053,-0.2514402,-0.23336554,-0.04570476,-0.12779564,-0.24123722,-0.26436546]","[0.08113535,0.0741981,0.06382871,0.05907962,0.05485677,0.04743381,0.06093155,0.05971731,0.04648722,0.04965092,0.04261515,0.05157343,0.04113295,0.04193412,0.04269896,0.05151305,0.04745322,0.04236416,0.0413956]"
final_eval,val,best_val_recall8,,0,device-00000012,2026-05-06 13:15:26,微信,[5],1,小红书,10,WPS,0,0.08571474,13,"[""WPS"",""华为浏览器"",""华为音乐""]","[0,1,4]","[0.08571474,0.08265866,0.06150256]","[0.44846028,0.41215512,0.11651426]","[0.44846028,0.41215512,0.09868817,0.03281443,0.11651426,-0.02869501,0.0948637,0.06621234,-0.1815924,0.01174656,-0.2216123,-0.16876906,-0.24092408,-0.27406815,-0.33071974,-0.17459321,-0.26061139,-0.32061225,-0.35657457]","[0.08571474,0.08265866,0.06041592,0.05656435,0.06150256,0.05318995,0.06018531,0.05848538,0.04564856,0.05538512,0.04385778,0.0462377,0.04301893,0.04161648,0.03932438,0.04596918,0.04218029,0.03972387,0.03832069]"
final_eval,val,best_val_recall8,,1,device-00000012,2026-05-06 13:26:49,微信|小红书,"[5,14]",2,华为浏览器,1,WPS,0,0.08694616,2,"[""WPS"",""华为浏览器"",""哔哩哔哩""]","[0,1,7]","[0.08694616,0.07069372,0.06337637]","[0.44756919,0.24063686,0.13137114]","[0.44756919,0.24063686,0.04361452,0.0473239,0.01738831,0.01641864,0.08009199,0.13137114,-0.08598289,0.04391298,-0.20066692,-0.24380851,-0.2164112,-0.22885165,-0.44811174,-0.24597356,-0.21564446,-0.32478201,-0.36844352]","[0.08694616,0.07069372,0.05805172,0.05826746,0.05654904,0.05649423,0.0602084,0.06337637,0.05099548,0.05806905,0.04547001,0.04355007,0.04475972,0.04420634,0.03550268,0.04345589,0.04479405,0.04016267,0.03844683]"
final_eval,val,best_val_recall8,,2,device-00000036,2026-05-05 22:03:31,日历,[9],1,哔哩哔哩,7,WPS,0,0.07412585,7,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.07412585,0.06351998,0.06089396]","[0.32611173,0.17170203,0.12948132]","[0.32611173,0.17170203,0.12948132,0.06158218,0.10042461,0.080267,-0.08201488,0.05944824,-0.05858853,-0.03075279,0.00162934,-0.15092644,-0.13801399,-0.17740896,-0.27205986,-0.07478531,-0.09643602,-0.18216586,-0.18440321]","[0.07412585,0.06351998,0.06089396,0.05689655,0.05915004,0.05796965,0.04928588,0.05677527,0.0504541,0.05187826,0.05358569,0.0460039,0.04660177,0.04480159,0.04075558,0.04964349,0.04858023,0.04458898,0.04448933]"
final_eval,val,best_val_recall8,,3,device-00000036,2026-05-06 22:59:20,亿图图示,[20],1,华为音乐,4,哔哩哔哩,7,0.06250341,9,"[""哔哩哔哩"",""华为邮箱"",""华为浏览器""]","[7,9,1]","[0.06250341,0.05909781,0.0588032]","[0.10746506,0.05143776,0.04644013]","[-0.01682573,0.04644013,-0.04490886,-0.01128726,-0.03303406,-0.01932049,-0.00159733,0.10746506,-0.08825096,0.05143776,-0.06670248,-0.19553319,-0.23325826,-0.15923165,-0.24509123,-0.08892836,-0.01554461,-0.18456033,-0.11227413]","[0.0551982,0.0588032,0.05366963,0.05550476,0.05431074,0.05506067,0.05604521,0.06250341,0.05139316,0.05909781,0.05251263,0.04616505,0.04445591,0.0478717,0.04393296,0.05135836,0.05526896,0.0466744,0.05017325]"
final_eval,val,best_val_recall8,,4,device-00000036,2026-05-06 23:47:10,华为音乐,[6],1,钉钉,13,WPS,0,0.06760579,14,"[""WPS"",""华为视频"",""哔哩哔哩""]","[0,5,7]","[0.06760579,0.06420808,0.05801192]","[0.238914,0.18734938,0.08586904]","[0.238914,0.05297065,0.02051903,0.00647135,0.0255587,0.18734938,0.01990644,0.08586904,-0.09646695,0.0306989,0.03073226,-0.14133199,-0.07435831,-0.10631856,-0.17755884,-0.13306344,0.05319493,-0.14382206,-0.23478298]","[0.06760579,0.05613448,0.05434207,0.05358402,0.05461662,0.06420808,0.05430879,0.05801192,0.04834257,0.05489808,0.05489992,0.04622162,0.04942327,0.04786866,0.04457712,0.04660539,0.05614707,0.04610667,0.04209785]"
final_eval,val,best_val_recall8,,5,device-00000036,2026-05-06 23:47:29,华为音乐|钉钉,"[6,15]",2,备忘录,2,WPS,0,0.0685249,6,"[""WPS"",""哔哩哔哩"",""华为视频""]","[0,7,5]","[0.0685249,0.06169273,0.06125312]","[0.23932846,0.13429733,0.12714607]","[0.23932846,0.02705923,0.06046601,0.116751,0.11486421,0.12714607,-0.07850251,0.13429733,-0.04506483,-0.05472264,-0.08020285,-0.19845593,-0.01151939,-0.21299484,-0.20190805,-0.05929485,-0.04472866,-0.17722502,-0.30939466]","[0.0685249,0.0554193,0.05730195,0.06061968,0.06050542,0.06125312,0.04986733,0.06169273,0.05156298,0.05106739,0.04978261,0.04423042,0.05332202,0.04359201,0.04407799,0.05083443,0.05158031,0.04517951,0.03958594]"
final_eval,val,best_val_recall8,,6,device-00000036,2026-05-07 09:43:25,微信,[5],1,WPS,0,WPS,0,0.08571474,1,"[""WPS"",""华为浏览器"",""华为音乐""]","[0,1,4]","[0.08571474,0.08265866,0.06150256]","[0.44846028,0.41215512,0.11651426]","[0.44846028,0.41215512,0.09868817,0.03281443,0.11651426,-0.02869501,0.0948637,0.06621234,-0.1815924,0.01174656,-0.2216123,-0.16876906,-0.24092408,-0.27406815,-0.33071974,-0.17459321,-0.26061139,-0.32061225,-0.35657457]","[0.08571474,0.08265866,0.06041592,0.05656435,0.06150256,0.05318995,0.06018531,0.05848538,0.04564856,0.05538512,0.04385778,0.0462377,0.04301893,0.04161648,0.03932438,0.04596918,0.04218029,0.03972387,0.03832069]"
final_eval,val,best_val_recall8,,7,device-00000036,2026-05-08 18:45:06,华为浏览器,[3],1,小红书,10,WPS,0,0.0809985,15,"[""WPS"",""微信"",""华为浏览器""]","[0,3,1]","[0.0809985,0.06947647,0.06564708]","[0.40398413,0.25054166,0.19384673]","[0.40398413,0.19384673,0.02805375,0.25054166,-0.01133633,-0.07104757,0.04564459,0.11761377,-0.06556895,-0.02245101,-0.20272967,-0.12861072,-0.27762192,-0.2018494,-0.26994151,-0.07231759,-0.12073218,-0.21187642,-0.22190216]","[0.0809985,0.06564708,0.05561763,0.06947647,0.05346943,0.05037016,0.05660464,0.06082861,0.05064688,0.05287843,0.04415547,0.04755256,0.04096936,0.04419435,0.04128524,0.05030623,0.04792869,0.04375343,0.04331696]"
final_eval,val,best_val_recall8,,8,device-00000042,2026-05-02 16:59:36,华为音乐,[6],1,华为浏览器,1,WPS,0,0.06760579,5,"[""WPS"",""华为视频"",""哔哩哔哩""]","[0,5,7]","[0.06760579,0.06420808,0.05801192]","[0.238914,0.18734938,0.08586904]","[0.238914,0.05297065,0.02051903,0.00647135,0.0255587,0.18734938,0.01990644,0.08586904,-0.09646695,0.0306989,0.03073226,-0.14133199,-0.07435831,-0.10631856,-0.17755884,-0.13306344,0.05319493,-0.14382206,-0.23478298]","[0.06760579,0.05613448,0.05434207,0.05358402,0.05461662,0.06420808,0.05430879,0.05801192,0.04834257,0.05489808,0.05489992,0.04622162,0.04942327,0.04786866,0.04457712,0.04660539,0.05614707,0.04610667,0.04209785]"
